Filename	WER	PESQ	shift
common_voice_ca_31378986.wav	0.21428571428571427	1.0948	0.66
common_voice_ca_31340819.wav	0.3333333333333333	1.0965	0.66
upc_ca_pau_101129.wav	0.8333333333333334	1.1782	0.66
upc_ca_pau_101059.wav	0.675	1.2183	0.66
common_voice_ca_31169713.wav	0.6363636363636364	1.0468	0.66
common_voice_ca_30791849.wav	0.9	1.1411	0.66
common_voice_ca_31083166.wav	0.18181818181818182	1.3002	0.66
common_voice_ca_31792858.wav	1.0	1.0576	0.66
upc_ca_pau_101070.wav	0.631578947368421	1.2662	0.66
common_voice_ca_31148020.wav	0.15384615384615385	1.0706	0.66
upc_ca_pau_101022.wav	0.5897435897435898	1.2271	0.66
common_voice_ca_31480904.wav	0.9285714285714286	1.0831	0.66
upc_ca_ona_100029.wav	0.13793103448275862	1.0557	0.66
common_voice_ca_30957869.wav	0.5714285714285714	1.0570	0.66
upc_ca_ona_100072.wav	0.3	1.0728	0.66
common_voice_ca_31063184.wav	0.45454545454545453	1.2326	0.66
common_voice_ca_31361137.wav	0.9	1.1130	0.66
common_voice_ca_31147959.wav	1.0	1.1765	0.66
common_voice_ca_20170672.wav	1.0	1.2919	0.66
common_voice_ca_31486252.wav	0.6363636363636364	1.0863	0.66
upc_ca_pau_101026.wav	0.5357142857142857	1.2312	0.66
common_voice_ca_31295592.wav	1.0	1.1603	0.66
upc_ca_pau_101092.wav	0.5238095238095238	1.2966	0.66
upc_ca_pau_101086.wav	0.5	1.2576	0.66
common_voice_ca_31365503.wav	0.9230769230769231	1.1513	0.66
upc_ca_pau_101057.wav	0.7391304347826086	1.3032	0.66
common_voice_ca_31464803.wav	1.0	1.1066	0.66
upc_ca_pau_101025.wav	1.0	1.2999	0.66
common_voice_ca_31798277.wav	0.8888888888888888	1.0754	0.66
upc_ca_ona_100002.wav	0.2916666666666667	1.0949	0.66
common_voice_ca_31363197.wav	0.4666666666666667	1.1896	0.66
upc_ca_pau_101083.wav	0.8214285714285714	1.2194	0.66
common_voice_ca_31417564.wav	0.9090909090909091	1.1644	0.66
upc_ca_pau_101003.wav	0.4666666666666667	1.1971	0.66
common_voice_ca_31121147.wav	0.6	1.2308	0.66
upc_ca_ona_100048.wav	0.12903225806451613	1.0635	0.66
upc_ca_pau_101068.wav	0.5714285714285714	1.4024	0.66
upc_ca_ona_100015.wav	0.16666666666666666	1.0891	0.66
common_voice_ca_30886881.wav	0.5	1.1132	0.66
upc_ca_ona_100105.wav	0.10714285714285714	1.0901	0.66
common_voice_ca_31337800.wav	0.5714285714285714	1.1670	0.66
common_voice_ca_20325543.wav	0.3333333333333333	1.1735	0.66
upc_ca_pau_101013.wav	0.55	1.2453	0.66
upc_ca_pau_101032.wav	0.3333333333333333	1.5716	0.66
upc_ca_pau_101028.wav	0.475	1.2241	0.66
common_voice_ca_30759190.wav	0.5454545454545454	1.0643	0.66
common_voice_ca_31434398.wav	1.0	1.1604	0.66
