Filename	WER	PESQ	stretch
common_voice_ca_31378986.wav	0.0	1.5342	0.98
common_voice_ca_31340819.wav	0.16666666666666666	1.6701	0.98
upc_ca_pau_101129.wav	0.25	1.6445	0.98
upc_ca_pau_101059.wav	0.1	1.6999	0.98
common_voice_ca_31169713.wav	0.09090909090909091	1.6716	0.98
common_voice_ca_30791849.wav	0.1	2.4859	0.98
common_voice_ca_31083166.wav	0.18181818181818182	1.7310	0.98
common_voice_ca_31792858.wav	0.7	1.6927	0.98
upc_ca_pau_101070.wav	0.0	1.9175	0.98
common_voice_ca_31148020.wav	0.0	1.5275	0.98
upc_ca_pau_101022.wav	0.15384615384615385	1.9446	0.98
common_voice_ca_31480904.wav	0.42857142857142855	2.1138	0.98
upc_ca_ona_100029.wav	0.06896551724137931	1.4735	0.98
common_voice_ca_30957869.wav	0.35714285714285715	1.5646	0.98
upc_ca_ona_100072.wav	0.03333333333333333	1.7042	0.98
common_voice_ca_31063184.wav	0.09090909090909091	2.0620	0.98
common_voice_ca_31361137.wav	0.0	1.9141	0.98
common_voice_ca_31147959.wav	0.0	2.2150	0.98
common_voice_ca_20170672.wav	0.45454545454545453	2.4675	0.98
common_voice_ca_31486252.wav	0.09090909090909091	1.8123	0.98
upc_ca_pau_101026.wav	0.07142857142857142	1.8220	0.98
common_voice_ca_31295592.wav	0.5	1.9766	0.98
upc_ca_pau_101092.wav	0.19047619047619047	1.9373	0.98
upc_ca_pau_101086.wav	0.0	1.5891	0.98
common_voice_ca_31365503.wav	0.0	1.9468	0.98
upc_ca_pau_101057.wav	0.13043478260869565	1.8396	0.98
common_voice_ca_31464803.wav	0.8571428571428571	1.4778	0.98
upc_ca_pau_101025.wav	0.07142857142857142	2.0034	0.98
common_voice_ca_31798277.wav	0.1111111111111111	1.8041	0.98
upc_ca_ona_100002.wav	0.08333333333333333	1.8301	0.98
common_voice_ca_31363197.wav	0.0	2.0094	0.98
upc_ca_pau_101083.wav	0.10714285714285714	1.8423	0.98
common_voice_ca_31417564.wav	0.7272727272727273	1.6937	0.98
upc_ca_pau_101003.wav	0.06666666666666667	1.6861	0.98
common_voice_ca_31121147.wav	0.3	1.5561	0.98
upc_ca_ona_100048.wav	0.0	1.7413	0.98
upc_ca_pau_101068.wav	0.0	2.0616	0.98
upc_ca_ona_100015.wav	0.0	1.4754	0.98
common_voice_ca_30886881.wav	0.4375	2.1092	0.98
upc_ca_ona_100105.wav	0.0	1.8380	0.98
common_voice_ca_31337800.wav	0.35714285714285715	1.8157	0.98
common_voice_ca_20325543.wav	0.08333333333333333	2.0604	0.98
upc_ca_pau_101013.wav	0.125	1.8568	0.98
upc_ca_pau_101032.wav	0.0	2.2359	0.98
upc_ca_pau_101028.wav	0.025	1.8051	0.98
common_voice_ca_30759190.wav	0.18181818181818182	1.4956	0.98
common_voice_ca_31434398.wav	0.8	2.1322	0.98
common_voice_ca_30778960.wav	1.0	2.2094	0.98
upc_ca_ona_100038.wav	0.06060606060606061	1.7286	0.98
upc_ca_ona_100045.wav	0.2	1.5067	0.98
common_voice_ca_31246492.wav	0.1111111111111111	2.0210	0.98
common_voice_ca_31295233.wav	0.05555555555555555	1.6031	0.98
common_voice_ca_31320906.wav	0.23076923076923078	1.5825	0.98
common_voice_ca_31107626.wav	0.2222222222222222	1.7404	0.98
common_voice_ca_31239888.wav	0.3076923076923077	1.6141	0.98
upc_ca_pau_101010.wav	0.0	2.3759	0.98
common_voice_ca_31376532.wav	0.0	1.9580	0.98
common_voice_ca_31811566.wav	0.36363636363636365	1.8790	0.98
upc_ca_ona_100078.wav	0.1875	1.7477	0.98
upc_ca_ona_100055.wav	0.0	1.8506	0.98
common_voice_ca_31373745.wav	0.2	1.8530	0.98
common_voice_ca_30816585.wav	0.47619047619047616	1.4608	0.98
common_voice_ca_31296815.wav	0.42857142857142855	2.1512	0.98
common_voice_ca_31302775.wav	0.0	1.7837	0.98
common_voice_ca_31414645.wav	0.25	1.6994	0.98
upc_ca_pau_101044.wav	0.14285714285714285	1.9497	0.98
common_voice_ca_31696838.wav	0.42857142857142855	2.1713	0.98
common_voice_ca_31811117.wav	0.1111111111111111	1.9145	0.98
upc_ca_pau_101090.wav	0.05263157894736842	1.8534	0.98
upc_ca_ona_100077.wav	0.11764705882352941	1.5064	0.98
upc_ca_ona_100071.wav	0.26666666666666666	1.6879	0.98
common_voice_ca_31345769.wav	0.5714285714285714	1.7084	0.98
common_voice_ca_31326681.wav	0.0	1.8028	0.98
upc_ca_ona_100034.wav	0.0	1.9532	0.98
upc_ca_pau_101046.wav	0.10714285714285714	1.7418	0.98
upc_ca_ona_100069.wav	0.07692307692307693	1.7944	0.98
upc_ca_ona_100106.wav	0.045454545454545456	1.2335	0.98
common_voice_ca_31345505.wav	0.5555555555555556	1.7118	0.98
common_voice_ca_31503560.wav	0.0	2.2060	0.98
upc_ca_ona_100062.wav	0.0	1.5855	0.98
upc_ca_ona_100008.wav	0.1111111111111111	1.8621	0.98
upc_ca_pau_101051.wav	0.15384615384615385	2.3117	0.98
common_voice_ca_31173900.wav	0.5	1.5075	0.98
upc_ca_ona_100025.wav	0.07142857142857142	1.8087	0.98
common_voice_ca_31167999.wav	0.0	1.5814	0.98
upc_ca_pau_101078.wav	0.0	1.9102	0.98
common_voice_ca_31390571.wav	0.13333333333333333	1.6847	0.98
upc_ca_pau_101106.wav	0.045454545454545456	1.8181	0.98
upc_ca_pau_101075.wav	0.1	1.6993	0.98
common_voice_ca_17852479.wav	0.5454545454545454	1.7441	0.98
common_voice_ca_27232411.wav	0.35714285714285715	1.9308	0.98
upc_ca_ona_100087.wav	0.0	1.5813	0.98
common_voice_ca_31376805.wav	0.2222222222222222	2.0791	0.98
common_voice_ca_31074124.wav	0.5	1.8759	0.98
upc_ca_pau_101061.wav	0.06060606060606061	1.7622	0.98
upc_ca_pau_101049.wav	0.07692307692307693	1.6942	0.98
common_voice_ca_31089515.wav	0.0	2.2807	0.98
common_voice_ca_31149064.wav	0.2857142857142857	1.6335	0.98
upc_ca_ona_100107.wav	0.25	1.6434	0.98
common_voice_ca_30746873.wav	0.7692307692307693	1.6839	0.98
common_voice_ca_31135093.wav	0.21428571428571427	1.8084	0.98
common_voice_ca_31078509.wav	0.2727272727272727	2.2923	0.98
upc_ca_pau_101037.wav	0.0	1.9206	0.98
upc_ca_ona_100100.wav	0.10526315789473684	1.5608	0.98
upc_ca_ona_100056.wav	0.0851063829787234	1.5424	0.98
upc_ca_pau_101098.wav	0.05	1.7532	0.98
common_voice_ca_27293083.wav	0.5555555555555556	2.1309	0.98
upc_ca_pau_101089.wav	0.10714285714285714	1.6431	0.98
common_voice_ca_31132763.wav	0.38461538461538464	1.6900	0.98
common_voice_ca_31277562.wav	0.4	1.9861	0.98
upc_ca_ona_100012.wav	0.0	1.6805	0.98
upc_ca_ona_100021.wav	0.0	1.8146	0.98
common_voice_ca_19937262.wav	0.2222222222222222	1.8128	0.98
upc_ca_pau_101045.wav	0.2222222222222222	1.7444	0.98
upc_ca_pau_101099.wav	0.1111111111111111	1.8781	0.98
upc_ca_pau_101053.wav	0.06896551724137931	1.6620	0.98
upc_ca_pau_101036.wav	0.0	1.8161	0.98
common_voice_ca_31085493.wav	0.2	1.6519	0.98
upc_ca_ona_100019.wav	0.08333333333333333	1.7040	0.98
upc_ca_pau_101079.wav	0.08695652173913043	1.6789	0.98
common_voice_ca_31798275.wav	0.1	1.7560	0.98
upc_ca_ona_100050.wav	0.12195121951219512	1.5975	0.98
common_voice_ca_31457791.wav	0.4666666666666667	1.8732	0.98
common_voice_ca_31246494.wav	0.3333333333333333	2.1100	0.98
upc_ca_pau_101020.wav	0.047619047619047616	1.7641	0.98
common_voice_ca_31481035.wav	0.13333333333333333	1.9942	0.98
upc_ca_pau_101077.wav	0.0	1.9439	0.98
upc_ca_ona_100103.wav	0.21739130434782608	1.6625	0.98
upc_ca_ona_100076.wav	0.0	2.0951	0.98
upc_ca_ona_100033.wav	0.14285714285714285	1.5733	0.98
common_voice_ca_31241498.wav	0.08333333333333333	1.9453	0.98
common_voice_ca_19928548.wav	0.07142857142857142	1.6277	0.98
upc_ca_pau_101004.wav	0.0	1.8105	0.98
common_voice_ca_31222391.wav	0.0	1.3006	0.98
