Filename	WER	PESQ	bitrate
common_voice_ca_31391064.wav	0.07692307692307693	2.2026	24
common_voice_ca_30798367.wav	0.0	3.2198	24
upc_ca_pau_101027.wav	0.0	2.9112	24
upc_ca_pau_101023.wav	0.0	2.8700	24
common_voice_ca_31501024.wav	0.0	2.4026	24
upc_ca_pau_101038.wav	0.0	2.6514	24
upc_ca_pau_101041.wav	0.11764705882352941	3.0928	24
upc_ca_pau_101033.wav	0.0	3.2859	24
common_voice_ca_31319267.wav	0.0	2.3328	24
common_voice_ca_23925403.wav	0.16666666666666666	2.6561	24
common_voice_ca_30746866.wav	0.0	2.0886	24
upc_ca_pau_101029.wav	0.06896551724137931	2.6539	24
upc_ca_pau_101024.wav	0.08695652173913043	2.8122	24
upc_ca_pau_101035.wav	0.0	2.7885	24
common_voice_ca_30759191.wav	0.0	3.9446	24
upc_ca_pau_101015.wav	0.0967741935483871	3.0191	24
common_voice_ca_30949777.wav	0.0	2.7529	24
upc_ca_pau_101040.wav	0.030303030303030304	2.6114	24
common_voice_ca_31553529.wav	0.0	3.6120	24
upc_ca_ona_100090.wav	0.0	2.5681	24
common_voice_ca_31233148.wav	0.13333333333333333	3.6298	24
common_voice_ca_31340770.wav	0.45454545454545453	3.1493	24
upc_ca_pau_101055.wav	0.045454545454545456	2.8751	24
upc_ca_ona_100009.wav	0.043478260869565216	2.6383	24
upc_ca_ona_100088.wav	0.0	2.6844	24
upc_ca_ona_100027.wav	0.0625	2.3138	24
upc_ca_ona_100017.wav	0.08	2.2436	24
upc_ca_pau_101065.wav	0.11764705882352941	3.4927	24
common_voice_ca_31773181.wav	0.1111111111111111	2.2642	24
upc_ca_pau_101050.wav	0.0	2.5920	24
common_voice_ca_31455911.wav	0.5	1.4751	24
common_voice_ca_31195246.wav	0.0	2.3280	24
upc_ca_pau_101067.wav	0.07692307692307693	2.6948	24
upc_ca_pau_101017.wav	0.0	2.5978	24
common_voice_ca_31118283.wav	0.0	2.7770	24
upc_ca_ona_100039.wav	0.0	2.5922	24
upc_ca_pau_101107.wav	0.2727272727272727	3.2693	24
