Filename	WER	PESQ	stretch
common_voice_ca_31378986.wav	0.0	1.2804	1.1
common_voice_ca_31340819.wav	0.0	1.5154	1.1
upc_ca_pau_101129.wav	0.16666666666666666	1.3289	1.1
upc_ca_pau_101059.wav	0.2	1.2263	1.1
common_voice_ca_31169713.wav	0.09090909090909091	1.3264	1.1
common_voice_ca_30791849.wav	0.1	1.4106	1.1
common_voice_ca_31083166.wav	0.09090909090909091	1.4192	1.1
common_voice_ca_31792858.wav	0.5	1.3027	1.1
upc_ca_pau_101070.wav	0.10526315789473684	1.5402	1.1
common_voice_ca_31148020.wav	0.0	1.4555	1.1
upc_ca_pau_101022.wav	0.05128205128205128	1.2911	1.1
common_voice_ca_31480904.wav	0.35714285714285715	1.7590	1.1
upc_ca_ona_100029.wav	0.034482758620689655	1.0754	1.1
common_voice_ca_30957869.wav	0.6428571428571429	1.3200	1.1
upc_ca_ona_100072.wav	0.1	1.3554	1.1
common_voice_ca_31063184.wav	0.09090909090909091	1.5992	1.1
common_voice_ca_31361137.wav	0.3	1.3489	1.1
common_voice_ca_31147959.wav	0.0	1.7820	1.1
common_voice_ca_20170672.wav	0.2727272727272727	1.7057	1.1
common_voice_ca_31486252.wav	0.18181818181818182	1.2737	1.1
upc_ca_pau_101026.wav	0.10714285714285714	1.3931	1.1
common_voice_ca_31295592.wav	0.75	1.5122	1.1
upc_ca_pau_101092.wav	0.19047619047619047	1.4490	1.1
upc_ca_pau_101086.wav	0.0	1.4022	1.1
common_voice_ca_31365503.wav	0.07692307692307693	1.5295	1.1
upc_ca_pau_101057.wav	0.13043478260869565	1.5919	1.1
common_voice_ca_31464803.wav	1.1428571428571428	1.1375	1.1
upc_ca_pau_101025.wav	0.07142857142857142	1.7503	1.1
common_voice_ca_31798277.wav	0.0	1.2594	1.1
upc_ca_ona_100002.wav	0.041666666666666664	1.4265	1.1
common_voice_ca_31363197.wav	0.0	1.0931	1.1
upc_ca_pau_101083.wav	0.32142857142857145	1.5525	1.1
common_voice_ca_31417564.wav	0.9090909090909091	1.3707	1.1
upc_ca_pau_101003.wav	0.03333333333333333	1.3152	1.1
common_voice_ca_31121147.wav	0.1	1.1843	1.1
upc_ca_ona_100048.wav	0.0	1.2015	1.1
upc_ca_pau_101068.wav	0.07142857142857142	1.7774	1.1
upc_ca_ona_100015.wav	0.06666666666666667	1.1305	1.1
common_voice_ca_30886881.wav	0.5	1.3564	1.1
upc_ca_ona_100105.wav	0.0	1.3983	1.1
common_voice_ca_31337800.wav	0.35714285714285715	1.3301	1.1
common_voice_ca_20325543.wav	0.08333333333333333	1.4281	1.1
upc_ca_pau_101013.wav	0.15	1.4088	1.1
upc_ca_pau_101032.wav	0.08333333333333333	1.5788	1.1
upc_ca_pau_101028.wav	0.05	1.2343	1.1
common_voice_ca_30759190.wav	0.2727272727272727	1.3447	1.1
common_voice_ca_31434398.wav	0.3	1.6651	1.1
common_voice_ca_30778960.wav	0.8571428571428571	1.7941	1.1
upc_ca_ona_100038.wav	0.09090909090909091	1.2134	1.1
upc_ca_ona_100045.wav	8.6	1.1514	1.1
common_voice_ca_31246492.wav	0.3333333333333333	1.3461	1.1
common_voice_ca_31295233.wav	0.0	1.3527	1.1
common_voice_ca_31320906.wav	0.23076923076923078	1.2974	1.1
common_voice_ca_31107626.wav	0.2222222222222222	1.5670	1.1
common_voice_ca_31239888.wav	0.3076923076923077	1.2503	1.1
upc_ca_pau_101010.wav	0.0	2.1883	1.1
common_voice_ca_31376532.wav	0.2222222222222222	1.4298	1.1
common_voice_ca_31811566.wav	0.0	1.1930	1.1
upc_ca_ona_100078.wav	0.34375	1.2934	1.1
upc_ca_ona_100055.wav	0.13043478260869565	1.4438	1.1
common_voice_ca_31373745.wav	0.0	1.4050	1.1
common_voice_ca_30816585.wav	0.19047619047619047	1.2121	1.1
common_voice_ca_31296815.wav	0.42857142857142855	1.6810	1.1
common_voice_ca_31302775.wav	0.2727272727272727	1.3890	1.1
common_voice_ca_31414645.wav	0.0	1.3825	1.1
upc_ca_pau_101044.wav	0.047619047619047616	1.4312	1.1
common_voice_ca_31696838.wav	0.5714285714285714	1.2671	1.1
common_voice_ca_31811117.wav	0.2222222222222222	1.4824	1.1
upc_ca_pau_101090.wav	0.3157894736842105	1.2016	1.1
upc_ca_ona_100077.wav	0.0	1.5311	1.1
upc_ca_ona_100071.wav	0.2	1.4858	1.1
common_voice_ca_31345769.wav	0.42857142857142855	1.1530	1.1
common_voice_ca_31326681.wav	0.1111111111111111	1.4065	1.1
upc_ca_ona_100034.wav	0.125	1.6287	1.1
upc_ca_pau_101046.wav	0.10714285714285714	1.2725	1.1
upc_ca_ona_100069.wav	0.1282051282051282	1.2623	1.1
upc_ca_ona_100106.wav	0.09090909090909091	1.2095	1.1
common_voice_ca_31345505.wav	0.5555555555555556	1.4540	1.1
common_voice_ca_31503560.wav	0.0	1.3525	1.1
upc_ca_ona_100062.wav	0.037037037037037035	1.3626	1.1
upc_ca_ona_100008.wav	0.2777777777777778	1.4206	1.1
upc_ca_pau_101051.wav	0.3076923076923077	1.8501	1.1
common_voice_ca_31173900.wav	0.5	1.2528	1.1
upc_ca_ona_100025.wav	0.07142857142857142	1.4775	1.1
common_voice_ca_31167999.wav	0.15384615384615385	1.4129	1.1
upc_ca_pau_101078.wav	0.0	1.2957	1.1
common_voice_ca_31390571.wav	0.26666666666666666	1.6266	1.1
upc_ca_pau_101106.wav	0.18181818181818182	1.3415	1.1
upc_ca_pau_101075.wav	0.15	1.2710	1.1
common_voice_ca_17852479.wav	0.36363636363636365	1.1225	1.1
common_voice_ca_27232411.wav	0.14285714285714285	1.3722	1.1
upc_ca_ona_100087.wav	0.0	1.1253	1.1
common_voice_ca_31376805.wav	0.4444444444444444	1.5295	1.1
common_voice_ca_31074124.wav	0.16666666666666666	1.7702	1.1
upc_ca_pau_101061.wav	0.06060606060606061	1.2749	1.1
upc_ca_pau_101049.wav	0.11538461538461539	1.2657	1.1
common_voice_ca_31089515.wav	0.0	1.5220	1.1
common_voice_ca_31149064.wav	0.14285714285714285	1.2919	1.1
