Filename	WER	PESQ	SNR
common_voice_ca_31378986.wav	0.07142857142857142	4.2147	40
common_voice_ca_31340819.wav	0.16666666666666666	4.4265	40
upc_ca_pau_101059.wav	0.0	4.4572	40
common_voice_ca_31169713.wav	0.5454545454545454	4.1163	40
common_voice_ca_30791849.wav	0.0	4.0826	40
common_voice_ca_31083166.wav	0.18181818181818182	4.1128	40
common_voice_ca_31792858.wav	0.36363636363636365	4.2873	40
upc_ca_pau_101070.wav	0.0	4.4304	40
common_voice_ca_31148020.wav	0.0	4.0792	40
upc_ca_pau_101022.wav	0.0	4.3783	40
common_voice_ca_31480904.wav	0.21428571428571427	4.0019	40
upc_ca_ona_100029.wav	0.0	4.5095	40
common_voice_ca_30957869.wav	0.21428571428571427	4.1308	40
upc_ca_ona_100072.wav	0.0	4.4997	40
common_voice_ca_31063184.wav	0.0	4.1431	40
common_voice_ca_31361137.wav	0.2	4.2553	40
common_voice_ca_31147959.wav	0.0	3.3298	40
common_voice_ca_20170672.wav	0.25	4.4229	40
common_voice_ca_31486252.wav	0.18181818181818182	4.0989	40
upc_ca_pau_101026.wav	0.0	4.3690	40
common_voice_ca_31295592.wav	0.0	4.1934	40
upc_ca_pau_101092.wav	0.0	4.3849	40
upc_ca_pau_101086.wav	0.0	4.4183	40
common_voice_ca_31365503.wav	0.0	3.8588	40
upc_ca_pau_101057.wav	0.0	4.4120	40
common_voice_ca_31464803.wav	0.2857142857142857	4.4958	40
upc_ca_pau_101025.wav	0.0	4.4223	40
common_voice_ca_31798277.wav	0.0	4.4621	40
upc_ca_ona_100002.wav	0.0	4.5252	40
common_voice_ca_31363197.wav	0.06666666666666667	4.4369	40
upc_ca_pau_101083.wav	0.0	4.3864	40
common_voice_ca_31417564.wav	0.5454545454545454	4.4319	40
upc_ca_pau_101003.wav	0.06666666666666667	4.4374	40
common_voice_ca_31121147.wav	0.1	3.8603	40
upc_ca_ona_100048.wav	0.0	4.5229	40
upc_ca_pau_101068.wav	0.0	4.4118	40
upc_ca_ona_100015.wav	0.0	4.5101	40
common_voice_ca_30886881.wav	0.0	4.2218	40
upc_ca_ona_100105.wav	0.0	4.5062	40
common_voice_ca_31337800.wav	0.07142857142857142	4.3957	40
common_voice_ca_20325543.wav	0.0	4.2324	40
upc_ca_pau_101013.wav	0.025	4.3775	40
upc_ca_pau_101032.wav	0.0	4.4277	40
upc_ca_pau_101028.wav	0.0	4.3935	40
common_voice_ca_30759190.wav	0.18181818181818182	3.9687	40
common_voice_ca_31434398.wav	0.4	4.4112	40
common_voice_ca_30778960.wav	0.0	4.3210	40
upc_ca_ona_100038.wav	0.06060606060606061	4.5231	40
