Filename	WER	PESQ	shift
common_voice_ca_31378986.wav	0.5714285714285714	1.0402	1.5
common_voice_ca_31340819.wav	1.0	1.0464	1.5
upc_ca_pau_101129.wav	0.375	1.0585	1.5
upc_ca_pau_101059.wav	0.175	1.0548	1.5
common_voice_ca_31169713.wav	0.7272727272727273	1.0309	1.5
common_voice_ca_30791849.wav	0.6	1.0723	1.5
common_voice_ca_31083166.wav	0.7272727272727273	1.0529	1.5
common_voice_ca_31792858.wav	1.0	1.0318	1.5
upc_ca_pau_101070.wav	0.05263157894736842	1.0800	1.5
common_voice_ca_31148020.wav	0.7692307692307693	1.0423	1.5
upc_ca_pau_101022.wav	0.20512820512820512	1.0699	1.5
common_voice_ca_31480904.wav	0.9285714285714286	1.0545	1.5
upc_ca_ona_100029.wav	0.4827586206896552	1.0316	1.5
common_voice_ca_30957869.wav	0.8571428571428571	1.0407	1.5
upc_ca_ona_100072.wav	0.43333333333333335	1.0412	1.5
common_voice_ca_31063184.wav	0.45454545454545453	1.0946	1.5
common_voice_ca_31361137.wav	0.1	1.0320	1.5
common_voice_ca_31147959.wav	0.75	1.1241	1.5
common_voice_ca_20170672.wav	1.0	1.0839	1.5
common_voice_ca_31486252.wav	0.18181818181818182	1.0283	1.5
upc_ca_pau_101026.wav	0.21428571428571427	1.0647	1.5
common_voice_ca_31295592.wav	1.0	1.0977	1.5
upc_ca_pau_101092.wav	0.14285714285714285	1.0977	1.5
upc_ca_pau_101086.wav	0.1875	1.0820	1.5
common_voice_ca_31365503.wav	0.5384615384615384	1.0847	1.5
upc_ca_pau_101057.wav	0.21739130434782608	1.0956	1.5
common_voice_ca_31464803.wav	1.2857142857142858	1.0436	1.5
upc_ca_pau_101025.wav	0.2857142857142857	1.0924	1.5
common_voice_ca_31798277.wav	1.0	1.0454	1.5
upc_ca_ona_100002.wav	0.375	1.0472	1.5
common_voice_ca_31363197.wav	0.4666666666666667	1.0422	1.5
upc_ca_pau_101083.wav	0.14285714285714285	1.0672	1.5
common_voice_ca_31417564.wav	1.0	1.0632	1.5
upc_ca_pau_101003.wav	0.2	1.0543	1.5
common_voice_ca_31121147.wav	0.6	1.0789	1.5
upc_ca_ona_100048.wav	0.45161290322580644	1.0374	1.5
upc_ca_pau_101068.wav	0.5	1.1279	1.5
upc_ca_ona_100015.wav	0.5666666666666667	1.0486	1.5
common_voice_ca_30886881.wav	0.9375	1.0474	1.5
upc_ca_ona_100105.wav	0.5357142857142857	1.0485	1.5
common_voice_ca_31337800.wav	0.6428571428571429	1.0438	1.5
common_voice_ca_20325543.wav	0.5833333333333334	1.0455	1.5
upc_ca_pau_101013.wav	0.15	1.0745	1.5
upc_ca_pau_101032.wav	0.4166666666666667	1.1764	1.5
upc_ca_pau_101028.wav	0.05	1.0661	1.5
common_voice_ca_30759190.wav	0.9090909090909091	1.0407	1.5
common_voice_ca_31434398.wav	1.0	1.0736	1.5
common_voice_ca_30778960.wav	1.0	1.0953	1.5
upc_ca_ona_100038.wav	0.696969696969697	1.0491	1.5
upc_ca_ona_100045.wav	5.6	1.0401	1.5
common_voice_ca_31246492.wav	1.1111111111111112	1.0474	1.5
common_voice_ca_31295233.wav	0.7777777777777778	1.0306	1.5
common_voice_ca_31320906.wav	0.5384615384615384	1.0319	1.5
common_voice_ca_31107626.wav	1.0	1.0518	1.5
common_voice_ca_31239888.wav	0.6923076923076923	1.0410	1.5
upc_ca_pau_101010.wav	0.75	1.2218	1.5
common_voice_ca_31376532.wav	0.2222222222222222	1.0449	1.5
common_voice_ca_31811566.wav	1.0	1.0215	1.5
upc_ca_ona_100078.wav	0.78125	1.0425	1.5
upc_ca_ona_100055.wav	0.4782608695652174	1.0575	1.5
common_voice_ca_31373745.wav	0.9333333333333333	1.0487	1.5
common_voice_ca_30816585.wav	0.5238095238095238	1.0307	1.5
common_voice_ca_31296815.wav	0.7142857142857143	1.0432	1.5
common_voice_ca_31302775.wav	1.0	1.0844	1.5
common_voice_ca_31414645.wav	0.75	1.0662	1.5
upc_ca_pau_101044.wav	0.23809523809523808	1.0920	1.5
common_voice_ca_31696838.wav	1.0	1.0440	1.5
common_voice_ca_31811117.wav	0.6666666666666666	1.0595	1.5
upc_ca_pau_101090.wav	0.47368421052631576	1.0700	1.5
upc_ca_ona_100077.wav	0.7058823529411765	1.0713	1.5
upc_ca_ona_100071.wav	0.8666666666666667	1.0374	1.5
common_voice_ca_31345769.wav	1.0	1.0235	1.5
common_voice_ca_31326681.wav	0.5555555555555556	1.0742	1.5
upc_ca_ona_100034.wav	0.625	1.0697	1.5
upc_ca_pau_101046.wav	0.17857142857142858	1.0718	1.5
upc_ca_ona_100069.wav	0.358974358974359	1.0458	1.5
upc_ca_ona_100106.wav	0.5909090909090909	1.0347	1.5
common_voice_ca_31345505.wav	1.0	1.0285	1.5
common_voice_ca_31503560.wav	0.9090909090909091	1.0452	1.5
upc_ca_ona_100062.wav	0.7037037037037037	1.0363	1.5
upc_ca_ona_100008.wav	0.9444444444444444	1.0685	1.5
upc_ca_pau_101051.wav	0.23076923076923078	1.1346	1.5
common_voice_ca_31173900.wav	1.0	1.0528	1.5
upc_ca_ona_100025.wav	0.5	1.0714	1.5
common_voice_ca_31167999.wav	0.46153846153846156	1.0416	1.5
upc_ca_pau_101078.wav	0.16666666666666666	1.0850	1.5
common_voice_ca_31390571.wav	0.6666666666666666	1.0232	1.5
upc_ca_pau_101106.wav	0.18181818181818182	1.0724	1.5
upc_ca_pau_101075.wav	0.25	1.0659	1.5
common_voice_ca_17852479.wav	1.0	1.0267	1.5
common_voice_ca_27232411.wav	0.8571428571428571	1.0500	1.5
upc_ca_ona_100087.wav	0.7	1.0439	1.5
common_voice_ca_31376805.wav	1.0	1.0448	1.5
common_voice_ca_31074124.wav	1.1666666666666667	1.0259	1.5
upc_ca_pau_101061.wav	0.3333333333333333	1.0562	1.5
upc_ca_pau_101049.wav	0.23076923076923078	1.0650	1.5
common_voice_ca_31089515.wav	0.2857142857142857	1.0798	1.5
common_voice_ca_31149064.wav	0.7142857142857143	1.0210	1.5
upc_ca_ona_100107.wav	0.5	1.0376	1.5
common_voice_ca_30746873.wav	1.0	1.0473	1.5
common_voice_ca_31135093.wav	0.42857142857142855	1.0657	1.5
common_voice_ca_31078509.wav	1.0	1.0457	1.5
upc_ca_pau_101037.wav	0.21428571428571427	1.0778	1.5
upc_ca_ona_100100.wav	0.39473684210526316	1.0338	1.5
upc_ca_ona_100056.wav	0.6382978723404256	1.0383	1.5
upc_ca_pau_101098.wav	0.375	1.0524	1.5
common_voice_ca_27293083.wav	1.0	1.0459	1.5
upc_ca_pau_101089.wav	0.10714285714285714	1.0692	1.5
common_voice_ca_31132763.wav	0.6153846153846154	1.0291	1.5
common_voice_ca_31277562.wav	1.0	1.0209	1.5
upc_ca_ona_100012.wav	0.38461538461538464	1.0378	1.5
upc_ca_ona_100021.wav	0.2903225806451613	1.0607	1.5
common_voice_ca_19937262.wav	0.5555555555555556	1.0267	1.5
upc_ca_pau_101045.wav	0.5555555555555556	1.0666	1.5
upc_ca_pau_101099.wav	0.19444444444444445	1.0682	1.5
upc_ca_pau_101053.wav	0.13793103448275862	1.0763	1.5
upc_ca_pau_101036.wav	0.2222222222222222	1.0890	1.5
common_voice_ca_31085493.wav	1.0	1.0697	1.5
upc_ca_ona_100019.wav	0.4444444444444444	1.0454	1.5
upc_ca_pau_101079.wav	0.2391304347826087	1.0613	1.5
common_voice_ca_31798275.wav	1.0	1.0457	1.5
upc_ca_ona_100050.wav	0.7804878048780488	1.0350	1.5
common_voice_ca_31457791.wav	0.4666666666666667	1.0586	1.5
common_voice_ca_31246494.wav	1.0	1.0497	1.5
upc_ca_pau_101020.wav	0.09523809523809523	1.0736	1.5
common_voice_ca_31481035.wav	0.8666666666666667	1.0394	1.5
upc_ca_pau_101077.wav	0.29411764705882354	1.1057	1.5
upc_ca_ona_100103.wav	0.6086956521739131	1.0319	1.5
upc_ca_ona_100076.wav	0.6923076923076923	1.0677	1.5
upc_ca_ona_100033.wav	0.5714285714285714	1.0469	1.5
common_voice_ca_31241498.wav	0.08333333333333333	1.0925	1.5
common_voice_ca_19928548.wav	1.2142857142857142	1.0226	1.5
upc_ca_pau_101004.wav	0.22580645161290322	1.0691	1.5
common_voice_ca_31222391.wav	0.9230769230769231	1.0386	1.5
common_voice_ca_30855397.wav	0.7142857142857143	1.0421	1.5
common_voice_ca_31261312.wav	0.875	1.0422	1.5
upc_ca_pau_101094.wav	0.1	1.0801	1.5
upc_ca_pau_101076.wav	0.07142857142857142	1.0816	1.5
upc_ca_ona_100032.wav	0.23076923076923078	1.1109	1.5
upc_ca_pau_101034.wav	0.125	1.1415	1.5
common_voice_ca_31783620.wav	1.0	1.0916	1.5
common_voice_ca_31168000.wav	1.0	1.0492	1.5
common_voice_ca_18179316.wav	1.0	1.0447	1.5
upc_ca_pau_101134.wav	0.23684210526315788	1.0618	1.5
common_voice_ca_31225995.wav	1.3333333333333333	1.0501	1.5
common_voice_ca_30768701.wav	1	1.1465	1.5
common_voice_ca_28791268.wav	1.0	1.0448	1.5
upc_ca_ona_100041.wav	0.4375	1.0558	1.5
common_voice_ca_31471261.wav	1.0	1.0456	1.5
common_voice_ca_19290202.wav	1.0	1.3877	1.5
upc_ca_pau_101082.wav	0.2894736842105263	1.0792	1.5
upc_ca_pau_101091.wav	0.06666666666666667	1.0671	1.5
common_voice_ca_31319263.wav	0.4444444444444444	1.0756	1.5
upc_ca_pau_101097.wav	0.20833333333333334	1.0814	1.5
common_voice_ca_19908846.wav	0.16666666666666666	1.0604	1.5
upc_ca_ona_100026.wav	0.25925925925925924	1.0416	1.5
upc_ca_ona_100091.wav	0.6451612903225806	1.0596	1.5
common_voice_ca_31342983.wav	1.0	1.1039	1.5
upc_ca_ona_100016.wav	0.7894736842105263	1.1059	1.5
common_voice_ca_31085491.wav	1.0	1.0245	1.5
upc_ca_pau_101056.wav	0.23404255319148937	1.0631	1.5
common_voice_ca_31434512.wav	0.7272727272727273	1.0330	1.5
upc_ca_pau_101018.wav	0.25	1.0718	1.5
upc_ca_pau_101054.wav	0.17142857142857143	1.0717	1.5
upc_ca_pau_101014.wav	0.2857142857142857	1.0814	1.5
common_voice_ca_31302556.wav	1.0	1.0419	1.5
common_voice_ca_31750472.wav	0.3	1.0324	1.5
upc_ca_ona_100064.wav	0.9354838709677419	1.0594	1.5
upc_ca_ona_100044.wav	0.6190476190476191	1.0470	1.5
upc_ca_ona_100097.wav	0.9130434782608695	1.0388	1.5
upc_ca_pau_101084.wav	0.43478260869565216	1.0780	1.5
upc_ca_pau_101062.wav	0.14814814814814814	1.0660	1.5
common_voice_ca_31340504.wav	0.1	1.0714	1.5
common_voice_ca_31497154.wav	0.5714285714285714	1.0424	1.5
common_voice_ca_30828394.wav	0.7368421052631579	1.0256	1.5
common_voice_ca_19911316.wav	0.2	1.0415	1.5
upc_ca_ona_100014.wav	0.5161290322580645	1.0473	1.5
upc_ca_ona_100098.wav	0.8536585365853658	1.0334	1.5
upc_ca_pau_101000.wav	0.09523809523809523	1.0767	1.5
upc_ca_ona_100067.wav	0.5769230769230769	1.0699	1.5
upc_ca_pau_101066.wav	0.20689655172413793	1.0697	1.5
upc_ca_ona_100051.wav	0.6666666666666666	1.1376	1.5
upc_ca_ona_100065.wav	0.8235294117647058	1.0649	1.5
upc_ca_ona_100057.wav	0.6956521739130435	1.0502	1.5
common_voice_ca_31814500.wav	0.8888888888888888	1.0515	1.5
common_voice_ca_20502079.wav	0.0	1.0554	1.5
common_voice_ca_30763773.wav	1.0	1.0468	1.5
upc_ca_ona_100053.wav	0.7931034482758621	1.0558	1.5
common_voice_ca_31132759.wav	0.18181818181818182	1.0475	1.5
upc_ca_ona_100094.wav	0.8	1.0592	1.5
common_voice_ca_30882479.wav	1.0	1.0265	1.5
common_voice_ca_30935636.wav	0.42105263157894735	1.0379	1.5
common_voice_ca_31056644.wav	0.0	1.0484	1.5
common_voice_ca_19503277.wav	1.1	1.0625	1.5
common_voice_ca_30816592.wav	0.5	1.0869	1.5
upc_ca_ona_100099.wav	0.40540540540540543	1.0389	1.5
upc_ca_ona_100073.wav	0.3870967741935484	1.0661	1.5
upc_ca_ona_100089.wav	0.35714285714285715	1.0432	1.5
common_voice_ca_31089514.wav	0.2857142857142857	1.0545	1.5
upc_ca_pau_101002.wav	0.16666666666666666	1.0690	1.5
common_voice_ca_31325506.wav	0.6666666666666666	1.0616	1.5
common_voice_ca_31719365.wav	0.9	1.0741	1.5
upc_ca_ona_100081.wav	0.64	1.0358	1.5
common_voice_ca_30886880.wav	0.8333333333333334	1.0391	1.5
upc_ca_ona_100004.wav	0.5161290322580645	1.0591	1.5
common_voice_ca_31402794.wav	0.7727272727272727	1.0304	1.5
common_voice_ca_31222392.wav	1.0	1.0308	1.5
upc_ca_pau_101100.wav	0.05263157894736842	1.0610	1.5
upc_ca_pau_101001.wav	0.3333333333333333	1.0811	1.5
upc_ca_ona_100035.wav	0.4375	1.0507	1.5
upc_ca_pau_101085.wav	1.0	1.0744	1.5
common_voice_ca_31340621.wav	0.45454545454545453	1.0270	1.5
upc_ca_ona_100075.wav	0.6	1.0381	1.5
common_voice_ca_30976359.wav	0.7692307692307693	1.0218	1.5
common_voice_ca_31135103.wav	0.3125	1.0562	1.5
upc_ca_ona_100003.wav	0.22580645161290322	1.0414	1.5
common_voice_ca_31507051.wav	1.0	1.0551	1.5
upc_ca_ona_100104.wav	0.7391304347826086	1.0327	1.5
upc_ca_ona_100063.wav	1.0	1.0602	1.5
upc_ca_pau_101009.wav	0.30434782608695654	1.0754	1.5
upc_ca_ona_100001.wav	0.3684210526315789	1.0410	1.5
upc_ca_pau_101064.wav	0.23333333333333334	1.0619	1.5
common_voice_ca_31420992.wav	1.0	1.0476	1.5
common_voice_ca_30798361.wav	0.2	1.0451	1.5
common_voice_ca_30858097.wav	1.0	1.0439	1.5
upc_ca_ona_100037.wav	0.3103448275862069	1.0532	1.5
upc_ca_ona_100010.wav	0.25	1.1109	1.5
upc_ca_pau_101030.wav	0.12	1.0613	1.5
upc_ca_pau_101103.wav	0.24	1.0750	1.5
common_voice_ca_31083168.wav	0.25	1.0731	1.5
upc_ca_ona_100030.wav	0.32	1.0407	1.5
common_voice_ca_30828399.wav	1.6	1.0418	1.5
common_voice_ca_30871150.wav	1.0	1.0350	1.5
upc_ca_ona_100082.wav	0.8055555555555556	1.0346	1.5
common_voice_ca_28791267.wav	1.0	1.0738	1.5
upc_ca_pau_101048.wav	0.06451612903225806	1.0618	1.5
common_voice_ca_31811352.wav	0.9230769230769231	1.0189	1.5
upc_ca_pau_101039.wav	0.15384615384615385	1.0799	1.5
common_voice_ca_20227727.wav	0.2857142857142857	1.0722	1.5
common_voice_ca_31721010.wav	1.0	1.0963	1.5
upc_ca_ona_100074.wav	0.6428571428571429	1.0376	1.5
upc_ca_ona_100028.wav	0.12195121951219512	1.0518	1.5
upc_ca_ona_100059.wav	0.6585365853658537	1.0341	1.5
common_voice_ca_31074096.wav	1.0	1.0329	1.5
upc_ca_ona_100068.wav	0.5714285714285714	1.1247	1.5
upc_ca_ona_100102.wav	0.2962962962962963	1.0356	1.5
upc_ca_ona_100092.wav	0.8	1.0404	1.5
common_voice_ca_30816683.wav	0.8	1.1040	1.5
upc_ca_pau_101006.wav	0.1	1.0654	1.5
upc_ca_pau_101072.wav	0.27586206896551724	1.0692	1.5
upc_ca_pau_101012.wav	0.07692307692307693	1.0879	1.5
common_voice_ca_31173901.wav	1.4285714285714286	1.0913	1.5
