Filename	WER	PESQ	timepercentage
upc_ca_ona_100027.wav	0.0	3.9979	1
upc_ca_ona_100017.wav	0.0	4.1493	1
upc_ca_pau_101065.wav	0.058823529411764705	4.0596	1
common_voice_ca_31773181.wav	0.1111111111111111	3.8712	1
upc_ca_pau_101050.wav	0.04878048780487805	4.2277	1
common_voice_ca_31455911.wav	0.0	3.8615	1
common_voice_ca_31195246.wav	0.0	4.0624	1
upc_ca_pau_101067.wav	0.15384615384615385	4.2864	1
upc_ca_pau_101017.wav	0.08	4.1381	1
common_voice_ca_31118283.wav	0.0	3.5240	1
upc_ca_ona_100039.wav	0.038461538461538464	4.1850	1
upc_ca_pau_101107.wav	0.0	4.2643	1
common_voice_ca_31783827.wav	0.3333333333333333	3.7018	1
common_voice_ca_31355082.wav	0.0	3.8636	1
common_voice_ca_30957864.wav	0.2	3.8545	1
common_voice_ca_30957977.wav	0.0	3.8809	1
upc_ca_ona_100011.wav	0.047619047619047616	4.1398	1
common_voice_ca_19928655.wav	0.07692307692307693	3.8744	1
common_voice_ca_31241514.wav	0.0	3.9889	1
upc_ca_ona_100086.wav	0.0	4.0421	1
common_voice_ca_30943492.wav	0.045454545454545456	4.3466	1
common_voice_ca_31302766.wav	0.0	3.8573	1
common_voice_ca_19034690.wav	0.2857142857142857	3.8679	1
upc_ca_ona_100006.wav	0.0	4.2284	1
common_voice_ca_31430396.wav	0.0	3.5842	1
upc_ca_ona_100007.wav	0.0	4.1394	1
upc_ca_ona_100005.wav	0.0	4.1371	1
common_voice_ca_31340186.wav	0.0	3.9181	1
common_voice_ca_18489700.wav	0.0	4.2337	1
common_voice_ca_31326639.wav	0.06666666666666667	3.9599	1
common_voice_ca_31118065.wav	0.0	3.9565	1
upc_ca_ona_100040.wav	0.11764705882352941	4.2423	1
upc_ca_pau_101063.wav	0.0	4.0489	1
upc_ca_ona_100013.wav	0.024390243902439025	4.2798	1
upc_ca_pau_101058.wav	0.022222222222222223	4.2355	1
common_voice_ca_31360128.wav	0.0	3.8880	1
common_voice_ca_31265085.wav	0.0	4.5347	1
upc_ca_ona_100018.wav	0.0	4.1855	1
upc_ca_ona_100054.wav	0.0	4.2786	1
upc_ca_ona_100080.wav	0.0	4.2458	1
upc_ca_ona_100000.wav	0.0	4.1944	1
